random.ID,year,semester,subjectCode,num
UkAqr2J0,2015,2,GEK30002,1
UkAqr2J0,2015,2,GEK30009,1
UkAqr2J0,2015,2,ITP20003,1
UkAqr2J0,2015,2,MEC10002,1
UkAqr2J0,2015,3,PCO20005,3
UkAqr2J0,2016,1,ECE30011,1
UkAqr2J0,2016,1,ITP30002,1
UkAqr2J0,2016,1,ITP30008,1
EhJV3Z7t,2013,1,GEK10001,1
EhJV3Z7t,2013,1,GEK10008,1
EhJV3Z7t,2013,1,GEK10015,2
EhJV3Z7t,2013,1,GEK10045,12
EhJV3Z7t,2013,1,GEK10059,3
EhJV3Z7t,2013,1,ISE10002,1
EhJV3Z7t,2013,1,ISL10071,3
EhJV3Z7t,2013,1,ISL10075,6
EhJV3Z7t,2013,1,PCO10058,17
EhJV3Z7t,2013,2,GEK10002,1
EhJV3Z7t,2013,2,GEK10009,1
EhJV3Z7t,2013,2,GEK10011,2
EhJV3Z7t,2013,2,GEK10035,3
EhJV3Z7t,2013,2,GEK20045,13
EhJV3Z7t,2013,2,ISE10022,1
EhJV3Z7t,2013,2,ISE10052,2
EhJV3Z7t,2013,2,PCO10057,1
EhJV3Z7t,2013,2,UIL30051,1
EhJV3Z7t,2014,1,GEK10041,2
EhJV3Z7t,2014,1,GEK20001,1
EhJV3Z7t,2014,1,GEK20008,1
EhJV3Z7t,2014,1,GEK20019,2
EhJV3Z7t,2014,1,ISE20042,1
EhJV3Z7t,2014,1,ISE30092,1
EhJV3Z7t,2014,1,UIL20011,1
EhJV3Z7t,2014,1,UIL30011,1
EhJV3Z7t,2014,2,GEK10007,14
EhJV3Z7t,2014,2,GEK10016,1
EhJV3Z7t,2014,2,GEK20002,1
EhJV3Z7t,2014,2,GEK20009,1
EhJV3Z7t,2014,2,ISE20039,1
EhJV3Z7t,2014,2,ISE30095,1
EhJV3Z7t,2014,2,ISL30037,1
EhJV3Z7t,2014,2,MEC10001,4
EhJV3Z7t,2014,2,PCO20005,15
EhJV3Z7t,2014,2,UIL30013,1
EhJV3Z7t,2015,1,GEK20053,1
EhJV3Z7t,2015,1,GEK30001,1
EhJV3Z7t,2015,1,GEK30008,1
EhJV3Z7t,2015,1,ISE30096,1
EhJV3Z7t,2015,1,UIL30014,1
EhJV3Z7t,2015,1,UIL30015,1
EhJV3Z7t,2015,1,UIL40012,1
EhJV3Z7t,2015,1,UIL40015,1
EhJV3Z7t,2015,2,GCS10040,2
EhJV3Z7t,2015,2,GEK30002,1
EhJV3Z7t,2015,2,GEK30009,1
EhJV3Z7t,2015,2,ISE40079,1
EhJV3Z7t,2015,2,UIL20013,1
EhJV3Z7t,2015,2,UIL30020,1
EhJV3Z7t,2015,2,UIL40014,1
EhJV3Z7t,2015,2,UIL50008,2
EhJV3Z7t,2016,1,GCS20005,2
EhJV3Z7t,2016,1,GEK20046,1
EhJV3Z7t,2016,1,ISE20043,1
EhJV3Z7t,2016,1,ISE30015,1
EhJV3Z7t,2016,1,UIL30018,1
0m5WN4Jf,2013,1,GEK10001,1
0m5WN4Jf,2013,1,GEK10008,1
0m5WN4Jf,2013,1,GEK10011,1
0m5WN4Jf,2013,1,GEK10035,2
0m5WN4Jf,2013,1,GEK10045,1
0m5WN4Jf,2013,1,GEK10058,1
0m5WN4Jf,2013,1,MEC10001,2
0m5WN4Jf,2013,1,PCO10012,14
0m5WN4Jf,2013,1,PCO10058,13
0m5WN4Jf,2013,2,ECE10002,2
0m5WN4Jf,2013,2,GEK10002,1
0m5WN4Jf,2013,2,GEK10009,1
0m5WN4Jf,2013,2,GEK10015,1
0m5WN4Jf,2013,2,GEK10055,1
0m5WN4Jf,2013,2,GEK10096,1
0m5WN4Jf,2013,2,GEK20045,11
0m5WN4Jf,2013,2,ISL10076,8
0m5WN4Jf,2013,2,PCO10013,19
0m5WN4Jf,2014,1,ECE20010,2
0m5WN4Jf,2014,1,ECE20051,2
0m5WN4Jf,2014,1,ECE20057,1
0m5WN4Jf,2014,1,GEK10016,1
0m5WN4Jf,2014,1,GEK20001,1
0m5WN4Jf,2014,1,GEK20008,1
0m5WN4Jf,2014,1,GEK30015,1
0m5WN4Jf,2014,1,ISL10073,2
0m5WN4Jf,2014,1,ITP20003,2
0m5WN4Jf,2014,2,ECE20013,2
0m5WN4Jf,2014,2,ECE20018,1
0m5WN4Jf,2014,2,GEK10007,2
0m5WN4Jf,2014,2,GEK20002,1
0m5WN4Jf,2014,2,GEK20009,1
0m5WN4Jf,2014,2,GEK20014,1
0m5WN4Jf,2014,2,GEK20028,2
0m5WN4Jf,2014,2,ITP20002,1
0m5WN4Jf,2014,2,ITP30003,1
0m5WN4Jf,2015,1,ECE30030,1
0m5WN4Jf,2015,1,GEK30001,1
0m5WN4Jf,2015,1,GEK30008,1
0m5WN4Jf,2015,1,GEK30030,1
0m5WN4Jf,2015,1,ITP20007,1
0m5WN4Jf,2015,1,ITP30002,1
0m5WN4Jf,2015,1,ITP30005,1
0m5WN4Jf,2015,1,ITP30008,1
0m5WN4Jf,2015,2,ECE10002,2
0m5WN4Jf,2015,2,ECE20013,1
0m5WN4Jf,2015,2,ECE20042,1
0m5WN4Jf,2015,2,ECE30092,3
0m5WN4Jf,2015,2,ECE40026,1
0m5WN4Jf,2015,2,GEK30002,1
0m5WN4Jf,2015,2,GEK30009,1
0m5WN4Jf,2015,2,ITP20006,2
0m5WN4Jf,2015,2,ITP20008,2
0m5WN4Jf,2015,2,ITP30006,1
0m5WN4Jf,2015,3,PCO20004,1
0m5WN4Jf,2015,4,ECE40005,1
0m5WN4Jf,2016,1,ECE20051,3
0m5WN4Jf,2016,1,ECE30030,1
0m5WN4Jf,2016,1,ECE30075,1
0m5WN4Jf,2016,1,ECE40093,3
0m5WN4Jf,2016,1,GCS20002,2
vT8XCtOJ,2013,1,GEK10001,1
vT8XCtOJ,2013,1,GEK10008,1
vT8XCtOJ,2013,1,GEK10015,1
vT8XCtOJ,2013,1,GEK10035,1
vT8XCtOJ,2013,1,GEK10040,2
vT8XCtOJ,2013,1,GEK10045,2
vT8XCtOJ,2013,1,ISL10075,9
vT8XCtOJ,2013,1,PCO10012,4
vT8XCtOJ,2013,1,PCO10058,18
vT8XCtOJ,2013,2,CCC20091,1
vT8XCtOJ,2013,2,GEK10002,1
vT8XCtOJ,2013,2,GEK10009,1
vT8XCtOJ,2013,2,GEK10011,1
vT8XCtOJ,2013,2,GEK10021,1
vT8XCtOJ,2013,2,GEK10062,2
vT8XCtOJ,2013,2,GEK20045,3
vT8XCtOJ,2013,2,GEK40094,1
vT8XCtOJ,2013,2,PCO10013,15
vT8XCtOJ,2013,2,PCO10057,17
vT8XCtOJ,2014,1,CCC20050,1
vT8XCtOJ,2014,1,CCC20053,1
vT8XCtOJ,2014,1,CCC20072,1
vT8XCtOJ,2014,1,GEK10022,1
vT8XCtOJ,2014,1,GEK20001,1
vT8XCtOJ,2014,1,GEK20008,1
vT8XCtOJ,2014,1,GEK20028,3
vT8XCtOJ,2014,1,IID10004,2
vT8XCtOJ,2014,2,CCC20052,1
vT8XCtOJ,2014,2,CCC20071,1
vT8XCtOJ,2014,2,CCC30071,1
vT8XCtOJ,2014,2,GEK10059,3
vT8XCtOJ,2014,2,GEK20002,1
vT8XCtOJ,2014,2,GEK20009,1
vT8XCtOJ,2014,2,GEK20022,1
vT8XCtOJ,2014,3,CCC40081,1
vT8XCtOJ,2014,4,GEK10016,1
vT8XCtOJ,2015,1,CCC20055,1
vT8XCtOJ,2015,1,CCC20065,1
vT8XCtOJ,2015,1,CCC30081,1
vT8XCtOJ,2015,1,CCC30094,1
vT8XCtOJ,2015,1,CCC40094,1
vT8XCtOJ,2015,1,GEK10098,2
vT8XCtOJ,2015,1,GEK30001,1
vT8XCtOJ,2015,1,GEK30008,1
vT8XCtOJ,2015,1,PCO20004,2
vT8XCtOJ,2015,2,CCC20033,1
vT8XCtOJ,2015,2,CCC20075,1
vT8XCtOJ,2015,2,CCC30037,1
vT8XCtOJ,2015,2,CCC30052,1
vT8XCtOJ,2015,2,CCC30057,1
vT8XCtOJ,2015,2,GEK30002,1
vT8XCtOJ,2015,2,GEK30009,1
9tAt886V,2013,1,GEK10000,1
9tAt886V,2013,1,GEK10001,1
9tAt886V,2013,1,GEK10008,1
9tAt886V,2013,1,GEK10015,1
9tAt886V,2013,1,GEK10017,1
9tAt886V,2013,1,GEK10035,2
9tAt886V,2013,1,GEK10045,8
9tAt886V,2013,1,ISE10051,2
9tAt886V,2013,1,ISL10075,6
9tAt886V,2013,1,PCO10058,5
9tAt886V,2013,2,GEK10011,1
9tAt886V,2013,2,GEK10070,1
9tAt886V,2013,2,GEK20001,1
9tAt886V,2013,2,GEK30008,1
9tAt886V,2013,2,ISE10052,2
9tAt886V,2013,2,ISL10076,2
9tAt886V,2013,2,MEC10002,3
9tAt886V,2013,2,PCO20004,2
9tAt886V,2014,1,GEA20051,1
9tAt886V,2014,1,GEE10002,1
9tAt886V,2014,1,GEK10009,1
9tAt886V,2014,1,GEK10035,2
9tAt886V,2014,1,GEK40096,1
9tAt886V,2014,1,MEC20055,2
9tAt886V,2014,1,MEC20059,1
9tAt886V,2014,1,UIL30051,1
9tAt886V,2014,2,GEE20002,1
9tAt886V,2014,2,GEK20009,1
9tAt886V,2014,2,GEK20045,10
9tAt886V,2014,2,GMP20002,2
9tAt886V,2014,2,ISL10073,3
9tAt886V,2014,2,MEC20005,3
9tAt886V,2014,2,UIL30013,1
9tAt886V,2014,2,UIL40059,1
9tAt886V,2014,4,GEK10007,7
9tAt886V,2014,4,GEK10016,1
9tAt886V,2015,1,GEE30001,1
9tAt886V,2015,1,GEK10055,2
9tAt886V,2015,1,GEK20008,1
9tAt886V,2015,1,GEK30014,1
9tAt886V,2015,1,UIL30011,1
9tAt886V,2015,1,UIL30014,1
9tAt886V,2015,1,UIL30015,1
9tAt886V,2015,1,UIL30017,1
I1Jk2ZHC,2013,1,GEK10001,1
I1Jk2ZHC,2013,1,GEK10008,1
I1Jk2ZHC,2013,1,GEK10015,1
I1Jk2ZHC,2013,1,GEK10045,6
I1Jk2ZHC,2013,1,GEK10056,1
I1Jk2ZHC,2013,1,GEK10096,3
I1Jk2ZHC,2013,1,ISL10075,5
I1Jk2ZHC,2013,1,PCO10012,13
I1Jk2ZHC,2013,1,PCO10058,4
I1Jk2ZHC,2013,2,ECE10002,1
I1Jk2ZHC,2013,2,ECE10020,1
I1Jk2ZHC,2013,2,GEK10002,1
I1Jk2ZHC,2013,2,GEK10009,1
I1Jk2ZHC,2013,2,GEK10011,1
I1Jk2ZHC,2013,2,GEK10016,1
I1Jk2ZHC,2013,2,GEK10097,1
I1Jk2ZHC,2013,2,GEK20038,2
I1Jk2ZHC,2013,2,GEK20045,12
I1Jk2ZHC,2013,2,PCO10013,19
I1Jk2ZHC,2014,1,ECE20051,1
I1Jk2ZHC,2014,1,GEK10061,2
I1Jk2ZHC,2014,1,GEK20001,1
I1Jk2ZHC,2014,1,GEK20008,1
I1Jk2ZHC,2014,1,ITP20003,1
I1Jk2ZHC,2014,1,ITP20007,1
I1Jk2ZHC,2014,1,MEC10002,2
I1Jk2ZHC,2014,1,MEC20005,1
8K98R2i6,2013,1,GEK10001,1
8K98R2i6,2013,1,GEK10008,1
8K98R2i6,2013,1,GEK10011,2
8K98R2i6,2013,1,GEK10035,1
8K98R2i6,2013,1,GEK10042,1
8K98R2i6,2013,1,GEK10055,2
8K98R2i6,2013,1,GEK10057,2
8K98R2i6,2013,1,PCO10012,11
8K98R2i6,2013,1,PCO10058,10
8K98R2i6,2013,2,CCC20076,1
8K98R2i6,2013,2,GEK10002,1
8K98R2i6,2013,2,GEK10009,1
8K98R2i6,2013,2,GEK10015,1
8K98R2i6,2013,2,GEK20045,1
8K98R2i6,2013,2,ISL10076,9
8K98R2i6,2013,2,MEC10002,3
8K98R2i6,2013,2,PCO10013,8
8K98R2i6,2013,2,PCO10057,4
8K98R2i6,2014,1,BFT20001,1
8K98R2i6,2014,1,BFT20002,1
8K98R2i6,2014,1,GEK10002,1
8K98R2i6,2014,1,GEK10041,1
8K98R2i6,2014,1,GEK10045,10
8K98R2i6,2014,1,GEK10095,2
8K98R2i6,2014,1,GEK20008,1
8K98R2i6,2014,1,GEK40096,1
8K98R2i6,2014,3,GEK10016,1
8K98R2i6,2014,3,PCO20058,1
8K98R2i6,2015,2,BFT20003,1
8K98R2i6,2015,2,BFT20011,1
8K98R2i6,2015,2,GEK10007,2
8K98R2i6,2015,2,GEK10055,1
8K98R2i6,2015,2,GEK10061,1
8K98R2i6,2015,2,GEK30015,1
8K98R2i6,2015,2,GEK30022,2
w7DuwH7n,2013,1,GEK10001,1
w7DuwH7n,2013,1,GEK10008,1
w7DuwH7n,2013,1,GEK10011,1
w7DuwH7n,2013,1,GEK10022,1
w7DuwH7n,2013,1,GEK10030,1
w7DuwH7n,2013,1,GEK10045,1
w7DuwH7n,2013,1,IID10004,1
w7DuwH7n,2013,1,PCO10012,5
w7DuwH7n,2013,1,PCO10058,1
w7DuwH7n,2013,2,GEK10002,1
w7DuwH7n,2013,2,GEK10009,1
w7DuwH7n,2013,2,GEK10015,1
w7DuwH7n,2013,2,GEK10020,1
w7DuwH7n,2013,2,GEK10057,2
w7DuwH7n,2013,2,GEK20045,8
w7DuwH7n,2013,2,PCO10013,7
w7DuwH7n,2013,2,PCO10024,1
w7DuwH7n,2013,2,PCO10057,17
w7DuwH7n,2014,1,GEK20001,1
w7DuwH7n,2014,1,GEK20008,1
w7DuwH7n,2014,1,IID20006,2
w7DuwH7n,2014,1,IID20013,2
w7DuwH7n,2014,1,IID20016,1
w7DuwH7n,2014,1,IID20059,2
